"participant_id","trial","array_length","item_sd","n_items","condition","level","experiment"
"678f0bb28ec3307e4f1afb78",75,20,5.5,20,"average",20,"exp3"
"678f0bb28ec3307e4f1afb78",76,2,4,2,"average",2,"exp3"
"678f0bb28ec3307e4f1afb78",77,20,5.5,20,"average",20,"exp3"
"678f0bb28ec3307e4f1afb78",78,2,4,2,"average",2,"exp3"
"678f0bb28ec3307e4f1afb78",79,2,4,2,"average",2,"exp3"
"678f0bb28ec3307e4f1afb78",80,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",81,2,4,2,"average",2,"exp3"
"678f0bb28ec3307e4f1afb78",82,20,5.5,20,"average",20,"exp3"
"678f0bb28ec3307e4f1afb78",83,20,5.5,20,"average",20,"exp3"
"678f0bb28ec3307e4f1afb78",84,20,5.5,20,"average",20,"exp3"
"678f0bb28ec3307e4f1afb78",85,20,5.5,20,"average",20,"exp3"
"678f0bb28ec3307e4f1afb78",86,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",87,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",88,20,5.5,20,"average",20,"exp3"
"678f0bb28ec3307e4f1afb78",89,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",90,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",91,2,4,2,"average",2,"exp3"
"678f0bb28ec3307e4f1afb78",92,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",93,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",94,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",95,20,5.5,20,"average",20,"exp3"
"678f0bb28ec3307e4f1afb78",96,20,5.5,20,"average",20,"exp3"
"678f0bb28ec3307e4f1afb78",97,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",98,2,4,2,"average",2,"exp3"
"678f0bb28ec3307e4f1afb78",99,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",100,20,5.5,20,"average",20,"exp3"
"678f0bb28ec3307e4f1afb78",101,2,4,2,"average",2,"exp3"
"678f0bb28ec3307e4f1afb78",102,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",103,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",104,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",105,20,5.5,20,"average",20,"exp3"
"678f0bb28ec3307e4f1afb78",106,10,5.9464274989274,10,"average",10,"exp3"
"678f0bb28ec3307e4f1afb78",107,2,4,2,"average",2,"exp3"
"678f0bb28ec3307e4f1afb78",108,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",13,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",14,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",15,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",16,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",17,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",18,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",19,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",20,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",21,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",22,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",23,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",24,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",25,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",26,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",27,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",28,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",29,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",30,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",31,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",32,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",33,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",34,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",35,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",36,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",37,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",38,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",39,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",40,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",41,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",42,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",43,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",44,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",45,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",46,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",47,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",48,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",49,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",50,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",51,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",52,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",53,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",54,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",55,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",56,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",57,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",58,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",59,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",60,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",61,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",62,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",63,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",64,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",65,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",66,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",67,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",68,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",69,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",70,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",71,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",72,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",73,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",74,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",75,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",76,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",77,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",78,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",79,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",80,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",81,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",82,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",83,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",84,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",85,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",86,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",87,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",88,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",89,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",90,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",91,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",92,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",93,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",94,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",95,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",96,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",97,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",98,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",99,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",100,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",101,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",102,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",103,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",104,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",105,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",106,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",107,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",108,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",13,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",14,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",15,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",16,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",17,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",18,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",19,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",20,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",21,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",22,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",23,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",24,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",25,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",26,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",27,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",28,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",29,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",30,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",31,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",32,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",33,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",34,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",35,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",36,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",37,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",38,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",39,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",40,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",41,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",42,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",43,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",44,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",45,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",46,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",47,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",48,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",49,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",50,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",51,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",52,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",53,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",54,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",55,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",56,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",57,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",58,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",59,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",60,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",61,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",62,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",63,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",64,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",65,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",66,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",67,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",68,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",69,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",70,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",71,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",72,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",73,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",74,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",75,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",76,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",77,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",78,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",79,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",80,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",81,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",82,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",83,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",84,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",85,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",86,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",87,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",88,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",89,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",90,20,5.5,20,"average",20,"exp3"
"566a17d07da0350012b3e876",91,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",92,2,4,2,"average",2,"exp3"
"566a17d07da0350012b3e876",93,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",94,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",95,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",96,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",97,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",98,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",99,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",100,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",101,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",102,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",103,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",104,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",105,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",106,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",107,10,5.9464274989274,10,"average",10,"exp3"
"566a17d07da0350012b3e876",108,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",9,2,5.5,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",13,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",14,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",15,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",16,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",17,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",18,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",19,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",20,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",21,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",22,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",23,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",24,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",25,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",26,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",27,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",28,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",29,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",30,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",31,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",32,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",33,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",34,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",35,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",36,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",37,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",38,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",39,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",40,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",41,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",42,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",43,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",44,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",45,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",46,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",47,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",48,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",49,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",50,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",51,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",52,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",53,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",54,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",55,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",56,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",57,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",58,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",59,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",60,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",61,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",62,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",63,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",64,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",65,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",66,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",67,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",68,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",69,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",70,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",71,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",72,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",73,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",74,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",75,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",76,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",77,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",78,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",79,2,4,2,"average",2,"exp3"
"682b8071ffc2da7edd49f10c",80,20,5.5,20,"average",20,"exp3"
"682b8071ffc2da7edd49f10c",81,10,5.9464274989274,10,"average",10,"exp3"
"682b8071ffc2da7edd49f10c",82,2,4,2,"average",2,"exp3"
