"participant_id","condition","variance_level","n_trials","mean_abs_resp","mean_abs_obj","ratio"
"average.69b8c2e2a791bd09e0041dd7","average","5",14,13.1265306122449,6.3734693877551,0.48554104477612
"average.69b8c2e2a791bd09e0041dd7","average","7",23,13.3652173913043,5.52277432712215,0.413219939895281
"average.69b9174a05fa2db6d0a8b4ff","average","3",21,13.6761904761905,6.49818594104308,0.475145907945351
"average.69b9174a05fa2db6d0a8b4ff","average","5",23,13.0608695652174,5.97536231884058,0.457501109631602
"average.69b9174a05fa2db6d0a8b4ff","average","7",14,13.1571428571429,4.92857142857143,0.374592833876222
"average.69bb5d0e58b8b38af6ea30eb","average","3",11,12.9393939393939,7.57142857142857,0.585145533623285
"average.69bb5d0e58b8b38af6ea30eb","average","5",10,12.44,7.85428571428571,0.631373449701424
"average.69bb5d0e58b8b38af6ea30eb","average","7",10,12.1866666666667,6.15142857142857,0.504767114723351
"average.69bc4a5a75e354d36da3b4df","average","3",14,15.4855769230769,7.40041208791209,0.477890628464984
"average.69bc4a5a75e354d36da3b4df","average","5",17,12.8255090497738,7.44711538461539,0.580648717779101
"average.69bc4a5a75e354d36da3b4df","average","7",16,12.8209134615385,5.72475961538461,0.44651729633449
"average.69bdd52e962f286c3349b154","average","3",8,12.436320754717,7.1627358490566,0.575952967949934
"average.69bdd52e962f286c3349b154","average","5",6,11.7704402515723,9.09591194968553,0.772775848250067
"average.69bdd52e962f286c3349b154","average","7",7,11.2762803234501,6.75539083557951,0.599079717939524
"average.69c07518ef8c7765906f4e89","average","3",11,13.0096153846154,8.77316433566433,0.67436000806289
"average.69c07518ef8c7765906f4e89","average","5",10,11.8596153846154,8.33269230769231,0.70261066969353
"average.69c07518ef8c7765906f4e89","average","7",10,13.1788461538462,8.43269230769231,0.639865752225303
"average.69c19681729c357296460f3d","average","3",28,13.5044008124577,7.83090724441435,0.579878171061867
"average.69c19681729c357296460f3d","average","5",20,13.4125592417062,7.80781990521327,0.582127524248688
"average.69c19681729c357296460f3d","average","7",25,12.7126066350711,7.22407582938389,0.568260785278635
"average.69c1aaedff8c0b25b7df1d32","average","3",22,14.771660264618,8.0689287238583,0.546243860156024
"average.69c1aaedff8c0b25b7df1d32","average","5",31,14.092836589429,7.75208238679388,0.550072537746494
"average.69c1aaedff8c0b25b7df1d32","average","7",22,11.8414425949637,7.80644472897994,0.659247778839049
"experience.558955ebfdf99b6bd06016c9","experience","3",20,14.8680952380952,9.26761904761905,0.623322550683791
"experience.558955ebfdf99b6bd06016c9","experience","5",14,14.0714285714286,7.57142857142857,0.538071065989848
"experience.558955ebfdf99b6bd06016c9","experience","7",8,12.4261904761905,7.2702380952381,0.585073768921249
