"response_value","array_length","condition","mean_true","n_trials"
20,"8","experience",21.7142857142857,21
20,"12","average",23.3333333333333,15
20,"12","experience",21.7368421052632,19
21,"2","average",24,22
21,"2","experience",23.0434782608696,23
21,"6","average",20.8518518518519,27
21,"6","experience",21.8695652173913,23
21,"8","average",21.7857142857143,28
21,"8","experience",21.2727272727273,22
21,"12","average",20.9545454545455,22
21,"12","experience",21.8125,16
22,"2","average",24,23
22,"2","experience",23.4285714285714,21
22,"6","average",22.4166666666667,24
22,"6","experience",26.0526315789474,19
22,"8","average",24.6875,32
22,"8","experience",25,22
22,"12","average",22.3888888888889,18
22,"12","experience",23.25,24
23,"2","average",27.65,20
23,"2","experience",27.4375,16
23,"6","average",23.6785714285714,28
23,"6","experience",24.5909090909091,22
23,"8","average",24.952380952381,21
23,"8","experience",24.1578947368421,19
23,"12","average",23.2173913043478,23
23,"12","experience",23.2608695652174,23
24,"2","average",26.4347826086957,23
24,"2","experience",27.4285714285714,14
24,"6","average",26.2352941176471,17
24,"6","experience",25.3157894736842,19
24,"8","average",24.4,25
24,"8","experience",24.5333333333333,15
24,"12","average",24,31
24,"12","experience",23.2352941176471,17
25,"2","average",28.1176470588235,17
25,"2","experience",26.7647058823529,17
25,"6","average",25.8846153846154,26
25,"6","experience",27.0454545454545,22
25,"8","average",27.6666666666667,24
25,"8","experience",25.6470588235294,17
25,"12","average",24.6153846153846,26
25,"12","experience",26.0555555555556,18
26,"2","average",26.1111111111111,18
26,"2","experience",29.3333333333333,24
26,"6","average",27.5,26
26,"6","experience",25,24
26,"8","average",27.2916666666667,24
26,"8","experience",28.3157894736842,19
26,"12","average",26.5185185185185,27
26,"12","experience",25.2916666666667,24
27,"2","average",29.0740740740741,27
27,"2","experience",29.1304347826087,23
27,"6","average",26.8333333333333,30
27,"6","experience",26.45,20
27,"8","average",26.4117647058824,17
27,"8","experience",25.84,25
27,"12","average",24.9310344827586,29
27,"12","experience",24.6153846153846,26
28,"2","average",30.125,16
28,"2","experience",29.4375,16
28,"6","average",28.5185185185185,27
28,"6","experience",29.3461538461538,26
28,"8","average",27.8076923076923,26
28,"8","experience",27.2272727272727,22
28,"12","average",27.6551724137931,29
28,"12","experience",27.5263157894737,19
29,"2","average",30.25,20
29,"2","experience",30.4705882352941,17
29,"6","average",26.9333333333333,15
29,"6","experience",28.1111111111111,18
29,"8","average",27.7826086956522,23
29,"8","experience",27.5,26
29,"12","average",27.48,25
29,"12","experience",25.952380952381,21
30,"2","average",29,22
30,"2","experience",30.2222222222222,9
30,"6","average",29.5454545454545,22
30,"6","experience",29.7,10
30,"8","average",26.2142857142857,28
30,"8","experience",27.2105263157895,19
30,"12","average",28.4090909090909,22
30,"12","experience",26.8947368421053,19
31,"2","average",31.5384615384615,13
31,"2","experience",31.3333333333333,12
31,"6","average",30.3333333333333,24
31,"6","experience",29.1875,16
31,"8","average",27.8947368421053,19
31,"8","experience",29.3157894736842,19
31,"12","average",26.4705882352941,17
31,"12","experience",27.8,15
32,"2","average",30.8125,16
32,"2","experience",30.7,10
32,"6","average",30.6,20
32,"6","experience",29.8125,16
32,"8","average",28.25,16
32,"8","experience",29.75,16
32,"12","average",28.5294117647059,17
32,"12","experience",29.3157894736842,19
33,"2","average",30.4444444444444,18
33,"2","experience",31.25,8
33,"6","average",30.7727272727273,22
33,"6","experience",31.6153846153846,13
33,"8","average",29.8666666666667,15
33,"8","experience",31,18
33,"12","average",30.4166666666667,12
33,"12","experience",29.1333333333333,15
34,"2","average",30.3333333333333,15
34,"2","experience",30.5294117647059,17
34,"6","average",31.2142857142857,14
34,"6","experience",30.6,25
34,"8","average",30,13
34,"8","experience",30.75,16
34,"12","average",31.2608695652174,23
34,"12","experience",29.5,10
35,"2","average",30.9166666666667,12
35,"2","experience",32.3333333333333,6
35,"6","average",30.4615384615385,13
35,"6","experience",30,6
35,"8","average",31.75,12
35,"8","experience",31.2222222222222,9
35,"12","average",30.0714285714286,14
35,"12","experience",31.4166666666667,24
36,"2","average",29.875,8
36,"2","experience",31.4,5
36,"6","average",32.4444444444444,9
36,"6","experience",31.8571428571429,7
36,"8","average",31.5,6
36,"8","experience",30.375,8
36,"12","average",28.6666666666667,15
36,"12","experience",30.5,8
37,"2","average",33.5,8
37,"2","experience",32.5,4
37,"6","average",32.9166666666667,12
37,"6","experience",32.25,8
37,"8","average",32,10
37,"8","experience",32,8
37,"12","average",26.8888888888889,9
37,"12","experience",30.2222222222222,9
38,"2","average",33.8,5
38,"2","experience",33.4285714285714,7
38,"6","average",30.125,8
38,"6","experience",34,4
38,"8","average",31.25,4
38,"8","experience",34.5,4
38,"12","average",30.8,5
38,"12","experience",31.2222222222222,9
39,"2","average",35,3
39,"2","experience",34.25,4
39,"6","average",30.8333333333333,6
39,"6","experience",32.75,8
39,"8","average",33,5
39,"8","experience",32.25,4
39,"12","average",32.4,15
39,"12","experience",30.25,4
40,"2","average",32.1666666666667,6
40,"2","experience",33.3333333333333,3
40,"6","average",36,2
40,"6","experience",34,4
40,"8","average",31.625,8
40,"8","experience",25,2
40,"12","average",28.5,4
40,"12","experience",33.4,10
41,"2","average",34.3333333333333,3
41,"2","experience",33.5,2
41,"6","average",29,2
41,"8","average",26,2
41,"8","experience",33,4
41,"12","average",32.5,2
41,"12","experience",33.6666666666667,3
42,"2","average",33,2
42,"2","experience",33.5,4
42,"6","average",36,1
42,"6","experience",34.6666666666667,3
42,"8","average",34.5,4
42,"8","experience",34,1
42,"12","average",34,3
42,"12","experience",31.7142857142857,7
43,"2","average",32,2
43,"2","experience",36,2
43,"6","average",36,1
43,"6","experience",36,1
43,"8","average",33,2
43,"8","experience",32,3
43,"12","average",34,1
43,"12","experience",32.4,10
44,"2","experience",35,1
44,"6","average",27.5,2
44,"6","experience",32.5,2
44,"8","experience",31.5,4
44,"12","average",30.5,2
44,"12","experience",35.25,4
45,"6","experience",33.3333333333333,3
45,"8","average",35.5,2
45,"8","experience",35,1
45,"12","experience",34,1
46,"6","experience",36,1
46,"8","experience",35,2
46,"12","average",35,1
46,"12","experience",33.3333333333333,3
48,"2","average",31,2
48,"6","average",33.8333333333333,6
48,"6","experience",28,1
48,"8","average",30.4,5
48,"8","experience",34.3333333333333,3
48,"12","average",32.2857142857143,7
48,"12","experience",33.5,2
