"comparison_set","experiment","measure","contrast","condition","estimate","SE","df","t.ratio","p.value","array_length"
"noise","exp1","bias","X2 - X6","experience",-1.48394100723293,0.411254698994263,42,-3.60832596165335,0.00435785777759479,NA
"noise","exp1","bias","X2 - X8","experience",-2.23013004938471,0.531261488828721,42,-4.19780107589109,0.000763298287897229,NA
"noise","exp1","bias","X2 - X12","experience",-3.69377784051697,0.52678759168546,42,-7.01189226704962,8.27106207967887e-08,NA
"noise","exp1","bias","X6 - X8","experience",-0.746189042151775,0.42760453916239,42,-1.7450447172835,0.313930136184799,NA
"noise","exp1","bias","X6 - X12","experience",-2.20983683328404,0.420065845101888,42,-5.26069152979586,2.63471500547841e-05,NA
"noise","exp1","bias","X8 - X12","experience",-1.46364779113226,0.384057056416837,42,-3.81101653173035,0.00242735878204325,NA
"condition","exp1","bias","average - experience",NA,0.0684624299396106,0.968279066447951,42,0.0707052670164183,0.943967931754349,"X2"
"condition","exp1","bias","average - experience",NA,0.476093980583583,0.87053149344832,42,0.546900352447556,0.587341389842161,"X6"
"condition","exp1","bias","average - experience",NA,-0.00322606100353839,0.965035335466925,42,-0.00334294598858133,0.997348548111924,"X8"
"condition","exp1","bias","average - experience",NA,-0.129138706522306,1.02154630793305,42,-0.126414931481275,0.900006734016623,"X12"
"noise","exp1","abs_error","X2 - X6","average",0.548176949074869,0.338904315577835,42,1.61749769441626,0.38005209311755,NA
"noise","exp1","abs_error","X2 - X8","average",0.255143659113412,0.389841044212144,42,0.654481263328876,0.913384830753276,NA
"noise","exp1","abs_error","X2 - X12","average",0.153857810524106,0.394661068758599,42,0.389847954874454,0.979614461636706,NA
"noise","exp1","abs_error","X6 - X8","average",-0.293033289961457,0.220701798636215,42,-1.32773403647909,0.550859127767039,NA
"noise","exp1","abs_error","X6 - X12","average",-0.394319138550763,0.295920248573539,42,-1.33251827291829,0.547895974870015,NA
"noise","exp1","abs_error","X8 - X12","average",-0.101285848589306,0.283189247670429,42,-0.35766134986587,0.984107666788042,NA
"noise","exp1","abs_error","X2 - X6","experience",-0.113432461258548,0.354675647109101,42,-0.319820270106269,0.988520903901225,NA
"noise","exp1","abs_error","X2 - X8","experience",-0.336594426967099,0.407982779416318,42,-0.825021162532029,0.842297313008811,NA
"noise","exp1","abs_error","X2 - X12","experience",-0.179710817133178,0.413027109767145,42,-0.435106589575912,0.972072788288254,NA
"noise","exp1","abs_error","X6 - X8","experience",-0.223161965708551,0.230972429831642,42,-0.966184431064847,0.769215826757477,NA
"noise","exp1","abs_error","X6 - X12","experience",-0.06627835587463,0.309691263377853,42,-0.214014290076256,0.996482003486222,NA
"noise","exp1","abs_error","X8 - X12","experience",0.156883609833921,0.296367809600174,42,0.529354419582782,0.951469267442956,NA
"condition","exp1","abs_error","average - experience",NA,0.458931469706516,0.489676662553377,42,0.937213277254133,0.354007157959575,"X2"
"condition","exp1","abs_error","average - experience",NA,-0.202677940626901,0.50157115600477,42,-0.404086116596732,0.688199707040675,"X6"
"condition","exp1","abs_error","average - experience",NA,-0.132806616373994,0.496551216143162,42,-0.267458042708135,0.790425565939217,"X8"
"condition","exp1","abs_error","average - experience",NA,0.125362842049233,0.590093768400542,42,0.212445629427727,0.832787111734944,"X12"
"noise","exp1","sd_response","X2 - X6","average",0.402199326613445,0.372387163517029,42,1.08005690318338,0.703450884008035,NA
"noise","exp1","sd_response","X2 - X8","average",0.703557911256012,0.380403819912309,42,1.84950275057227,0.2652312427014,NA
"noise","exp1","sd_response","X2 - X12","average",0.759241732700053,0.358473547214637,42,2.11798538162554,0.164074549479754,NA
"noise","exp1","sd_response","X6 - X8","average",0.301358584642567,0.265345896152418,42,1.13571978693601,0.669825027157473,NA
"noise","exp1","sd_response","X6 - X12","average",0.357042406086608,0.266475046174873,42,1.33987182369151,0.543345929792531,NA
"noise","exp1","sd_response","X8 - X12","average",0.0556838214440413,0.290987777601687,42,0.191361375735385,0.997475791741733,NA
"noise","exp1","sd_response","X2 - X6","experience",-0.325433246996494,0.389716660793572,42,-0.835050896550897,0.837487516931771,NA
"noise","exp1","sd_response","X2 - X8","experience",-0.0362184218873031,0.398106382210367,42,-0.090976742664137,0.999725661307705,NA
"noise","exp1","sd_response","X2 - X12","experience",-0.545377671979944,0.375155557146177,42,-1.453737420628,0.473949088046623,NA
"noise","exp1","sd_response","X6 - X8","experience",0.289214825109192,0.277694095648035,42,1.04148712429147,0.72625265371804,NA
"noise","exp1","sd_response","X6 - X12","experience",-0.21994442498345,0.278875792063482,42,-0.78868238564566,0.859173567996634,NA
"noise","exp1","sd_response","X8 - X12","experience",-0.509159250092642,0.304529253768133,42,-1.67195513663299,0.35097405529206,NA
"condition","exp1","sd_response","average - experience",NA,0.360199719150062,0.531583618421146,42,0.6775974779281,0.501742773771177,"X2"
"condition","exp1","sd_response","average - experience",NA,-0.367432854459877,0.664453186100454,42,-0.552985315062253,0.583205046691926,"X6"
"condition","exp1","sd_response","average - experience",NA,-0.379576613993254,0.626993521078988,42,-0.605391604908521,0.548176350329738,"X8"
"condition","exp1","sd_response","average - experience",NA,-0.944419685529936,0.652821070886555,42,-1.44667463666174,0.155410572825391,"X12"
"noise","exp1","sd_objective","X2 - X6","average",-0.117221958039964,0.214083504726572,42,-0.54755249915065,0.94669836360758,NA
"noise","exp1","sd_objective","X2 - X8","average",-0.00416212514291597,0.164259278558057,42,-0.0253387521207508,0.999994054571672,NA
"noise","exp1","sd_objective","X2 - X12","average",-0.239777001689851,0.187874508556555,42,-1.27626149780544,0.582840672448472,NA
"noise","exp1","sd_objective","X6 - X8","average",0.113059832897049,0.185097363310833,42,0.610812768343911,0.928078556067485,NA
"noise","exp1","sd_objective","X6 - X12","average",-0.122555043649886,0.198739479033759,42,-0.616661793850572,0.926197255986496,NA
"noise","exp1","sd_objective","X8 - X12","average",-0.235614876546935,0.161669498287031,42,-1.4573860811309,0.471769085486492,NA
"noise","exp1","sd_objective","X2 - X6","experience",-0.0904197100424274,0.224046145428451,42,-0.403576280544861,0.977481226214412,NA
"noise","exp1","sd_objective","X2 - X8","experience",-0.0953250992513009,0.171903287265379,42,-0.554527494893923,0.944800576051676,NA
"noise","exp1","sd_objective","X2 - X12","experience",0.137699640211182,0.196617481202587,42,0.70034281473325,0.896362021621425,NA
"noise","exp1","sd_objective","X6 - X8","experience",-0.00490538920887357,0.19371109806768,42,-0.025323222354352,0.999994065494707,NA
"noise","exp1","sd_objective","X6 - X12","experience",0.228119350253609,0.207988066520314,42,1.09679057106543,0.693421900889072,NA
"noise","exp1","sd_objective","X8 - X12","experience",0.233024739462483,0.169192988366026,42,1.37727184626804,0.520305911328858,NA
"condition","exp1","sd_objective","average - experience",NA,-0.231326090347948,0.194273594443265,42,-1.19072327359189,0.240448645296842,"X2"
"condition","exp1","sd_objective","average - experience",NA,-0.204523842350412,0.195261466360275,42,-1.04743575966518,0.300889210592864,"X6"
"condition","exp1","sd_objective","average - experience",NA,-0.322489064456334,0.179110004935716,42,-1.80050837792159,0.0789647019693023,"X8"
"condition","exp1","sd_objective","average - experience",NA,0.146150551553084,0.192516117781381,42,0.759160080918786,0.451996646916235,"X12"
"noise","exp1","mean_rt","X2 - X6","average",51.3603411239052,41.4864541213175,42,1.2380026736851,0.606656009068356,NA
"noise","exp1","mean_rt","X2 - X8","average",76.7031548948836,55.5698419032689,42,1.38030183761188,0.518447997228399,NA
"noise","exp1","mean_rt","X2 - X12","average",45.9939101383818,58.3175330019021,42,0.788680655213616,0.859174350587265,NA
"noise","exp1","mean_rt","X6 - X8","average",25.3428137709785,39.4849658473496,42,0.641834511620318,0.917793744549329,NA
"noise","exp1","mean_rt","X6 - X12","average",-5.3664309855233,51.0245447511312,42,-0.105173520149914,0.999576620583931,NA
"noise","exp1","mean_rt","X8 - X12","average",-30.7092447565017,50.0499636520356,42,-0.613571769402328,0.927194500989664,NA
"noise","exp1","mean_rt","X2 - X6","experience",11.6260833714254,43.4170775802972,42,0.267776737158866,0.993179841751495,NA
"noise","exp1","mean_rt","X2 - X8","experience",34.6762816720883,58.1558532330515,42,0.596264687805849,0.932640785669223,NA
"noise","exp1","mean_rt","X2 - X12","experience",-9.82601077321507,61.0314115357012,42,-0.160999238358877,0.998490287323348,NA
"noise","exp1","mean_rt","X6 - X8","experience",23.0501983006628,41.3224475737701,42,0.557812996423139,0.943893332061726,NA
"noise","exp1","mean_rt","X6 - X12","experience",-21.4520941446405,53.3990350556584,42,-0.401731868792775,0.977775532359998,NA
"noise","exp1","mean_rt","X8 - X12","experience",-44.5022924453035,52.3791006196138,42,-0.849619254986582,0.830388255418714,NA
"condition","exp1","mean_rt","average - experience",NA,104.886319144144,303.662697633993,42,0.345404028750888,0.731514666797378,"X2"
"condition","exp1","mean_rt","average - experience",NA,65.1520613916643,306.745027948188,42,0.212398100883543,0.832823948669004,"X6"
"condition","exp1","mean_rt","average - experience",NA,62.8594459213488,286.852567082982,42,0.219135030097759,0.827606332786097,"X8"
"condition","exp1","mean_rt","average - experience",NA,49.0663982325473,310.271217504949,42,0.158140347748385,0.87510411387365,"X12"
