"experiment","version","level","report","mean_objective","n","sd_objective","min_objective","max_objective"
"exp2","shift_removed","20 squares",9,15.8548387096774,31,3.11500012944648,12.5,25.5
"exp2","shift_removed","20 squares",10,15.9210526315789,38,3.46902571373584,12.5,25.5
"exp2","shift_removed","20 squares",11,15.58,50,3.43950637179707,12.5,31.5
"exp2","shift_removed","20 squares",12,15.521978021978,91,2.80862964600185,12.5,27.5
"exp2","shift_removed","20 squares",13,16.5,96,3.3903888924584,12.5,27.5
"exp2","shift_removed","20 squares",14,16.2843137254902,153,3.38911022415252,12.5,27.5
"exp2","shift_removed","20 squares",15,16.608843537415,147,3.9847814118229,12.5,31.5
"exp2","shift_removed","20 squares",16,17.8179487179487,195,4.38735717568644,12.5,30.5
"exp2","shift_removed","20 squares",17,18.4202127659574,188,4.57370021364848,12.5,32.5
"exp2","shift_removed","20 squares",18,18.2385892116183,241,3.92456532642573,12.5,32.5
"exp2","shift_removed","20 squares",19,19.6893203883495,206,4.53152454013285,12.5,33.5
"exp2","shift_removed","20 squares",20,20.5889679715302,281,4.80133009871511,12.5,34.5
"exp2","shift_removed","20 squares",21,20.925702811245,249,4.69422925670962,12.5,34.5
"exp2","shift_removed","20 squares",22,22.3129770992366,262,4.91063271975067,12.5,34.5
"exp2","shift_removed","20 squares",23,23.397233201581,253,5.00924861426624,12.5,34.5
"exp2","shift_removed","20 squares",24,24.2011494252874,261,4.91336077022189,12.5,34.5
"exp2","shift_removed","20 squares",25,24.4519650655022,229,4.99494113189084,13.5,34.5
"exp2","shift_removed","20 squares",26,26.33984375,256,4.40250979834342,14.5,34.5
"exp2","shift_removed","20 squares",27,26.4108910891089,202,4.80277492322967,12.5,34.5
"exp2","shift_removed","20 squares",28,27.9521739130435,230,4.472611417884,12.5,34.5
"exp2","shift_removed","20 squares",29,28.049504950495,202,4.6317125286158,13.5,34.5
"exp2","shift_removed","20 squares",30,28.8886010362694,193,3.91302241072983,15.5,34.5
"exp2","shift_removed","20 squares",31,29.5340909090909,176,4.15403105741568,16.5,34.5
"exp2","shift_removed","20 squares",32,29.7397260273973,146,4.31405848524061,12.5,34.5
"exp2","shift_removed","20 squares",33,30.8551401869159,107,3.44019617817257,15.5,34.5
"exp2","shift_removed","20 squares",34,31.0123966942149,121,3.10138598715515,19.5,34.5
"exp2","shift_removed","20 squares",35,30.8372093023256,86,3.40798531174782,19.5,34.5
"exp2","shift_removed","20 squares",36,31.9259259259259,54,2.79893410879086,22.5,34.5
"exp2","shift_removed","20 squares",37,31.1071428571429,56,4.1062195461323,16.5,34.5
"exp2","shift_removed","20 squares",38,31.8947368421053,38,3.00035559770172,20.5,34.5
"exp2","shift_removed","20 squares",39,31.4642857142857,28,3.4045954005241,21.5,34.5
"exp2","shift_removed","20 squares",40,31.6923076923077,26,2.78595377950505,22.5,34.5
"exp2","shift_removed","20 squares",41,31.8333333333333,18,3.10597147822214,25.5,34.5
"exp2","shift_removed","20 squares",42,33.2142857142857,7,1.11269728052837,31.5,34.5
"exp2","shift_removed","20 squares",43,32.5,4,1.82574185835055,30.5,34.5
"exp2","shift_removed","20 squares",44,33,8,2.26778683805536,29.5,34.5
"exp2","shift_removed","20 squares",45,34.5,2,0,34.5,34.5
"exp2","shift_removed","20 squares",49,34.5,1,NA,34.5,34.5
"exp2","shift_removed","20 squares",50,29.5,1,NA,29.5,29.5
"exp2","shift_removed","20 squares",51,28.5,1,NA,28.5,28.5
