"participant_id","condition","variance_level","n_sides","n_low","n_high","inward_low","inward_high","inward"
"experience.5b0d1b8e444cef0001ca66ac","experience","5",2,19,17,-3.54736842105263,3.13529411764706,-0.206037151702786
"experience.5b0d1b8e444cef0001ca66ac","experience","7",2,18,14,-0.627777777777777,2,0.686111111111111
"experience.5bb58e338f3bd70001e5df57","experience","3",2,21,16,-3.62380952380952,1.6125,-1.00565476190476
"experience.5bb58e338f3bd70001e5df57","experience","5",2,22,15,-2.83181818181818,5.18,1.17409090909091
"experience.5bb58e338f3bd70001e5df57","experience","7",2,15,20,-0.926666666666667,6.065,2.56916666666667
"experience.5c223d4a4a7e1f000137e5b9","experience","3",2,22,16,-2.87727272727273,-6.7625,-4.81988636363636
"experience.5c223d4a4a7e1f000137e5b9","experience","5",2,26,17,1.34615384615385,-2.78235294117647,-0.718099547511312
"experience.5c223d4a4a7e1f000137e5b9","experience","7",2,12,15,1.675,-2.55333333333333,-0.439166666666667
"experience.5d0c46b3dff7d70019e6dda7","experience","3",2,17,16,0.888235294117647,-2.06875,-0.590257352941177
"experience.5d0c46b3dff7d70019e6dda7","experience","5",2,23,13,1.74347826086957,-1.6,0.0717391304347825
"experience.5d0c46b3dff7d70019e6dda7","experience","7",2,21,17,3.05238095238095,-1.7,0.676190476190476
"experience.5d4611bb3c5a360001b1bb59","experience","3",2,19,18,2,-3.11666666666667,-0.558333333333333
"experience.5d4611bb3c5a360001b1bb59","experience","5",2,25,16,1.768,-1.85625,-0.0441250000000002
"experience.5d4611bb3c5a360001b1bb59","experience","7",2,15,15,6.76,-2.43333333333333,2.16333333333333
"experience.5e991aaac7bc1615ea5b3eb8","experience","3",2,23,14,-0.760869565217391,4.94285714285714,2.09099378881988
"experience.5e991aaac7bc1615ea5b3eb8","experience","5",2,22,13,-0.781818181818182,4.67692307692308,1.94755244755245
"experience.5e991aaac7bc1615ea5b3eb8","experience","7",2,16,19,3.525,6.31052631578947,4.91776315789474
"experience.5ebb96b6cd673a0008ace9ce","experience","3",2,17,12,-2.22352941176471,4.48333333333333,1.12990196078431
"experience.5ebb96b6cd673a0008ace9ce","experience","5",2,23,15,-0.58695652173913,6,2.70652173913043
"experience.5ebb96b6cd673a0008ace9ce","experience","7",2,23,23,-0.926086956521739,6.71739130434783,2.89565217391304
"experience.5f16f559325a640008bb9a07","experience","3",2,23,13,0.565217391304347,-1.8,-0.617391304347826
"experience.5f16f559325a640008bb9a07","experience","5",2,22,17,1.2,-3.1,-0.95
"experience.5f16f559325a640008bb9a07","experience","7",2,17,14,3.48235294117647,-1.29285714285714,1.09474789915966
"experience.5fb809a247aaee22c2a204fc","experience","3",2,24,16,-3.4875,4.2875,0.4
"experience.5fb809a247aaee22c2a204fc","experience","5",2,18,13,-3.8,4.4,0.300000000000001
"experience.5fb809a247aaee22c2a204fc","experience","7",2,19,18,-5.92105263157895,6.14444444444444,0.111695906432749
"experience.608f39d2c76e436967135846","experience","3",2,21,18,0.866666666666667,0.872222222222223,0.869444444444445
"experience.608f39d2c76e436967135846","experience","5",2,19,14,2.36315789473684,0.249999999999999,1.30657894736842
"experience.608f39d2c76e436967135846","experience","7",2,22,15,3.99545454545455,-0.493333333333333,1.75106060606061
"experience.610c83598db46d4d46de2c61","experience","3",2,21,18,2.0047619047619,-6.49444444444444,-2.24484126984127
"experience.610c83598db46d4d46de2c61","experience","5",2,26,15,2.8,-2.12666666666667,0.336666666666667
"experience.610c83598db46d4d46de2c61","experience","7",2,15,17,4.57333333333333,-0.988235294117647,1.79254901960784
"experience.6120602a67554358bbd53c9d","experience","3",2,22,19,-0.490909090909091,-2.20526315789474,-1.34808612440191
"experience.6120602a67554358bbd53c9d","experience","5",2,17,11,-0.105882352941177,3.32727272727273,1.61069518716578
"experience.6120602a67554358bbd53c9d","experience","7",2,21,18,-0.99047619047619,6.13333333333333,2.57142857142857
"experience.6172cf92f2ea6613f717abb6","experience","3",2,14,18,1.22142857142857,0.883333333333334,1.05238095238095
"experience.6172cf92f2ea6613f717abb6","experience","5",2,26,8,1.76153846153846,-1.7,0.0307692307692309
"experience.6172cf92f2ea6613f717abb6","experience","7",2,19,17,5.56315789473684,-1.52352941176471,2.01981424148607
"experience.62e174454a461d00781acfe1","experience","3",2,23,18,-0.408695652173913,-2.69444444444444,-1.55157004830918
"experience.62e174454a461d00781acfe1","experience","5",2,17,17,0.0352941176470591,-1.06470588235294,-0.514705882352941
"experience.62e174454a461d00781acfe1","experience","7",2,20,13,1.085,-0.561538461538461,0.261730769230769
"experience.6329e23d509947bfd4c50ab3","experience","3",2,21,15,-7.27142857142857,-0.366666666666666,-3.81904761904762
"experience.6329e23d509947bfd4c50ab3","experience","5",2,24,14,-3.57916666666667,3.28571428571429,-0.14672619047619
"experience.6329e23d509947bfd4c50ab3","experience","7",2,18,17,-2.26111111111111,3.67058823529412,0.704738562091503
"experience.63d92dacc885e6167a4a486c","experience","3",2,19,11,2.04736842105263,0.845454545454546,1.44641148325359
"experience.63d92dacc885e6167a4a486c","experience","5",2,21,15,1.11904761904762,3.19333333333333,2.15619047619048
"experience.63d92dacc885e6167a4a486c","experience","7",2,17,20,3.29411764705882,3.39,3.34205882352941
"experience.64badb09518eb5b219132eea","experience","3",2,25,16,-3.448,-6.36875,-4.908375
"experience.64badb09518eb5b219132eea","experience","5",2,20,14,-3.195,-3.17857142857143,-3.18678571428571
"experience.64badb09518eb5b219132eea","experience","7",2,16,18,0.54375,1.95,1.246875
"experience.65181c2f753b188afdddd2c4","experience","3",2,22,17,-2.04545454545455,0.541176470588236,-0.752139037433155
"experience.65181c2f753b188afdddd2c4","experience","5",2,16,20,-1.05625,2.62,0.781875
"experience.65181c2f753b188afdddd2c4","experience","7",2,22,12,0.163636363636364,2.74166666666667,1.45265151515152
"experience.655f8b959477c803eb906622","experience","3",2,20,16,-2.845,-0.10625,-1.475625
"experience.655f8b959477c803eb906622","experience","5",2,20,16,-0.95,0.275000000000001,-0.3375
"experience.655f8b959477c803eb906622","experience","7",2,22,16,-0.513636363636363,0.112499999999999,-0.200568181818182
"experience.655fd05c12d38751dfa91559","experience","3",2,16,21,-2.975,3.07142857142857,0.048214285714286
"experience.655fd05c12d38751dfa91559","experience","5",2,26,12,0.396153846153846,2.53333333333333,1.46474358974359
"experience.655fd05c12d38751dfa91559","experience","7",2,17,16,1.31764705882353,3.7125,2.51507352941177
"experience.6599b15ac5bd63ec64f8b1f5","experience","3",2,20,18,0.22,-0.772222222222222,-0.276111111111111
"experience.6599b15ac5bd63ec64f8b1f5","experience","5",2,16,20,-1.33125,1.15,-0.0906249999999998
"experience.6599b15ac5bd63ec64f8b1f5","experience","7",2,23,12,-1.0695652173913,0.841666666666667,-0.113949275362319
"experience.65cce024500351e8c8f7ff26","experience","3",2,22,22,-1.24545454545455,0.931818181818182,-0.156818181818182
"experience.65cce024500351e8c8f7ff26","experience","5",2,19,15,-0.126315789473685,2.00666666666667,0.940175438596491
"experience.65cce024500351e8c8f7ff26","experience","7",2,23,16,0.047826086956521,4.625,2.33641304347826
"experience.6639151df5e0ac5d59c17055","experience","3",2,21,15,-0.342857142857143,-4.10666666666667,-2.22476190476191
"experience.6639151df5e0ac5d59c17055","experience","5",2,17,18,-2.18823529411765,0.866666666666667,-0.66078431372549
"experience.6639151df5e0ac5d59c17055","experience","7",2,22,14,1.26818181818182,1.91428571428571,1.59123376623377
"experience.6650ecda2657647b60a302eb","experience","3",2,23,13,-0.0434782608695652,3.67692307692308,1.81672240802676
"experience.6650ecda2657647b60a302eb","experience","5",2,22,14,0.0500000000000003,4.12142857142857,2.08571428571429
"experience.6650ecda2657647b60a302eb","experience","7",2,16,19,0.575000000000001,5.91578947368421,3.24539473684211
"experience.66573c811d17794993965781","experience","3",2,17,17,-3.34117647058824,1.17647058823529,-1.08235294117647
"experience.66573c811d17794993965781","experience","5",2,23,16,-2.01304347826087,-1.91875,-1.96589673913043
"experience.66573c811d17794993965781","experience","7",2,21,15,-2.9,0.573333333333333,-1.16333333333333
"experience.66613916abcfcbe01b57b32a","experience","3",2,21,17,0.995238095238096,3.91843420455938e-16,0.497619047619048
"experience.66613916abcfcbe01b57b32a","experience","5",2,21,17,2.87142857142857,0.341176470588235,1.6063025210084
"experience.66613916abcfcbe01b57b32a","experience","7",2,20,11,2.81,1.8,2.305
"experience.66789a1e138a59bb4ad16fa5","experience","3",2,13,17,-1.05384615384615,3.33529411764706,1.14072398190045
"experience.66789a1e138a59bb4ad16fa5","experience","5",2,25,15,-0.972,4.83333333333333,1.93066666666667
"experience.66789a1e138a59bb4ad16fa5","experience","7",2,21,17,0.409523809523809,3.51176470588235,1.96064425770308
"experience.66d8e14e71c04a7d23ff43c9","experience","3",2,21,12,-0.238095238095238,-1.05,-0.644047619047619
"experience.66d8e14e71c04a7d23ff43c9","experience","5",2,13,16,2.06923076923077,-3.50625,-0.718509615384615
"experience.66d8e14e71c04a7d23ff43c9","experience","7",2,19,18,-1.92105263157895,-3.14444444444444,-2.5327485380117
"experience.66fcd1c4584eed5dbd49859c","experience","3",2,18,16,3.26666666666667,1.7,2.48333333333333
"experience.66fcd1c4584eed5dbd49859c","experience","5",2,18,16,4.76666666666667,1.38125,3.07395833333333
"experience.66fcd1c4584eed5dbd49859c","experience","7",2,22,13,6.85909090909091,1.01538461538462,3.93723776223776
"experience.6716283de5fe806da4523e16","experience","3",2,16,18,0.75625,-3.29444444444445,-1.26909722222222
"experience.6716283de5fe806da4523e16","experience","5",2,21,13,5.96190476190476,-4.43076923076923,0.765567765567765
"experience.6716283de5fe806da4523e16","experience","7",2,22,15,5.30909090909091,-5.28666666666667,0.0112121212121212
"experience.67352889b3b5e7bc6bb4981b","experience","5",2,13,6,3.63076923076923,2.65,3.14038461538462
